pnl,reason
-200.0,gp_long
548.07324,gp_long
-221.08008,sfp_short
-29.27246,sfp_short
-138.85352,sfp_short
-77.93945,gp_short
-217.18164,gp_long
-110.021484,gp_short
-213.66309,gp_short
633.8926,gp_long
-141.82227,sfp_short
-44.944336,gp_short
-211.09375,gp_long
136.90137,gp_short
-67.62402,sfp_long
24.673828,gp_short
321.6963,gp_short
-229.73047,gp_short
-109.109375,sfp_long
-117.831055,sfp_long
-227.11426,sfp_short
-157.78223,gp_short
